RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6289,689,France,Male,40,8,160272.27,1,1,0,49656.24,0
1615,641,France,Male,77,9,0.0,3,1,1,81514.06,0
2774,559,France,Male,29,1,0.0,2,0,0,155639.76,0
6843,614,France,Male,36,1,118311.76,1,1,0,146134.68,0
9517,557,France,Female,32,3,123502.53,1,1,1,69826.8,0
9935,692,Germany,Female,43,10,118588.83,1,1,1,161241.65,1
5643,782,Spain,Female,41,4,0.0,1,1,0,132943.88,0
9368,629,France,Female,40,9,137409.19,1,1,0,175877.7,1
1724,630,France,Male,42,6,0.0,2,1,0,162697.93,0
9041,581,Germany,Female,38,3,135157.05,1,1,1,32919.42,0
96,515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0
8233,582,Spain,Male,25,9,148042.97,2,1,0,52341.15,0
1094,651,France,Male,40,4,0.0,2,1,1,147715.83,0
2267,617,Germany,Female,37,4,116471.43,2,1,0,175324.74,1
3065,506,Spain,Male,35,6,110046.93,2,1,0,26318.73,0
4890,691,Germany,Female,41,8,109153.96,3,1,1,148848.76,1
6113,462,Germany,Male,34,1,94682.56,2,1,0,138478.2,0
1698,683,France,Male,30,8,110829.52,2,0,0,24938.84,0
5119,721,France,Male,40,3,0.0,1,1,1,144874.67,0
9485,813,Germany,Male,30,1,116416.94,1,0,1,85808.22,0
3119,451,France,Male,33,6,0.0,2,1,0,184954.11,0
3871,630,France,Male,40,8,0.0,2,1,1,42495.81,0
1620,656,France,Male,18,10,151762.74,1,0,1,127014.32,0
9899,589,France,Male,38,4,0.0,1,1,0,95483.48,1
7768,561,Germany,Female,49,1,102025.32,1,1,0,133051.64,1
6793,606,Spain,Male,34,3,161572.24,1,0,1,191076.22,0
6280,757,Spain,Female,55,9,117294.12,4,1,0,94187.47,1
4545,673,Spain,Male,39,8,138160.0,1,1,1,110468.51,0
6341,790,Spain,Male,37,8,0.0,2,1,1,149418.41,0
6404,850,Germany,Male,55,0,98710.89,1,1,1,83617.17,1
4530,664,France,Female,44,8,142989.69,1,1,1,115452.51,1
2163,700,France,Female,34,2,76322.69,1,1,0,128136.29,0
3962,702,France,Female,29,10,88378.6,1,1,0,88550.28,0
9966,627,Germany,Female,33,4,83199.05,1,0,0,159334.93,0
2018,728,Spain,Female,37,4,0.0,1,0,0,4539.38,0
6350,542,France,Female,25,7,0.0,2,0,1,82393.08,0
5963,579,Germany,Male,42,0,144386.32,1,1,1,22497.1,1
2587,691,France,Male,50,6,136953.47,1,1,1,2704.98,0
5504,704,Spain,Male,24,10,122109.78,1,1,1,127654.37,0
8355,556,Germany,Female,31,1,128663.81,2,1,0,125083.29,0
1614,739,Germany,Male,29,3,59385.98,2,1,1,105533.96,0
9514,515,France,Male,48,5,129387.94,1,0,1,147955.91,1
264,682,France,Female,26,0,110654.02,1,0,1,111879.21,0
9171,694,France,Male,30,2,0.0,3,0,1,15039.41,0
9105,656,Spain,Female,34,6,59877.33,1,1,0,14032.62,1
4418,608,Spain,Male,27,4,153325.1,1,1,1,199953.33,0
2427,793,France,Female,41,3,141806.46,1,1,0,102921.17,0
5683,620,Spain,Male,29,9,0.0,2,1,0,13133.88,0
676,563,France,Female,39,5,0.0,2,1,1,17603.81,0
653,668,France,Male,42,3,150461.07,1,1,0,108139.23,0
7405,733,France,Male,39,1,0.0,2,1,1,141841.31,0
5223,550,France,Female,22,7,139096.85,1,1,0,129890.94,0
1719,648,Spain,Male,32,8,0.0,1,1,0,133653.38,0
1837,767,Spain,Male,31,6,0.0,2,1,1,195668.0,0
3499,686,France,Female,41,7,152105.57,2,0,1,132374.41,0
991,655,France,Male,37,5,93147.0,2,1,0,66214.13,0
8386,605,France,Female,62,4,111065.93,2,0,1,125660.99,0
3851,680,France,Male,34,3,143292.95,1,1,0,66526.01,0
4196,626,Germany,Female,47,2,103108.8,1,0,1,166475.44,1
5142,774,Spain,Male,32,9,0.0,2,1,0,10604.48,0
1040,714,France,Female,72,3,0.0,1,1,1,86733.61,0
1479,649,France,Female,45,5,92786.66,1,1,0,173365.9,1
118,506,France,Female,41,1,0.0,2,1,0,31766.3,0
448,501,France,Male,40,4,125832.2,1,1,1,100433.83,0
5593,576,Spain,Male,19,6,0.0,2,0,0,72306.07,0
2880,750,Germany,Female,52,6,107467.56,1,1,0,126233.18,1
7373,683,Spain,Male,34,9,114609.55,2,0,1,25339.29,0
9132,775,France,Female,27,4,152309.37,1,1,0,104112.0,0
6549,683,France,Male,38,7,109346.13,2,1,0,102665.92,0
2280,745,Spain,Male,34,9,0.0,2,1,0,50046.25,0
3108,597,Spain,Female,30,2,119370.11,1,1,1,182726.22,1
4761,850,France,Male,40,1,76914.21,1,1,0,174183.44,0
8711,678,Germany,Female,37,2,113383.07,1,1,1,135123.96,0
8333,645,Germany,Male,49,4,160133.88,1,0,1,88391.97,0
2500,614,France,Female,37,8,75150.34,4,0,1,131766.67,1
1164,747,Germany,Female,32,5,67495.04,2,0,1,77370.37,0
1866,760,France,Female,32,7,0.0,2,1,1,105969.05,0
6064,762,France,Male,31,7,117687.35,1,1,1,159344.43,0
1325,687,Germany,Male,26,2,142721.52,1,1,1,153605.75,0
5300,543,France,Female,71,1,104308.77,1,1,1,25650.04,0
3888,653,France,Female,46,5,0.0,2,1,0,49707.85,0
4737,638,France,Female,32,0,0.0,2,1,0,160129.99,0
3210,525,France,Male,26,7,153644.39,1,1,1,63197.88,0
6377,700,France,Male,46,5,95872.86,1,1,0,98273.01,1
1423,696,Spain,Male,41,9,127523.75,1,0,1,191417.42,0
1118,731,France,Female,47,1,115414.19,3,0,0,191734.67,1
499,757,Germany,Male,26,8,121581.56,2,1,1,127059.04,0
9674,643,France,Male,62,9,0.0,2,0,0,155870.82,0
8593,719,Spain,Female,40,9,0.0,2,1,0,182224.14,0
7219,757,France,Male,36,7,144852.06,1,0,0,130861.95,0
9375,658,Spain,Female,32,5,145553.07,1,1,1,31484.76,0
2030,520,France,Male,33,4,156297.58,2,1,1,166102.61,0
2787,511,Germany,Female,40,9,124401.6,1,1,0,198814.24,1
9868,787,France,Male,32,4,0.0,2,1,1,13238.93,0
2457,607,Spain,Female,25,4,121166.89,1,0,1,115288.24,0
1099,790,France,Female,26,4,141581.71,2,0,0,98309.27,0
7591,619,Germany,Female,42,8,132796.04,3,1,1,191821.35,1
2084,534,France,Male,24,1,0.0,1,1,1,169653.32,0
5842,676,France,Female,49,1,0.0,1,1,0,79342.31,1
4021,721,France,Male,42,4,102936.72,1,0,0,1187.88,0
7520,583,France,Female,42,7,0.0,2,1,0,144039.05,0
7096,753,Germany,Female,38,1,117314.92,1,1,0,122021.33,1
4491,647,Spain,Female,64,1,91216.0,1,1,1,41800.18,0
4592,711,France,Female,32,1,0.0,2,1,0,126188.42,0
3425,688,Spain,Male,42,5,0.0,2,0,0,197602.29,0
8017,569,Spain,Male,41,2,0.0,2,1,0,134272.57,0
6104,655,France,Male,28,10,0.0,2,0,1,126565.21,0
9080,516,Spain,Female,27,1,0.0,1,0,1,112311.15,0
1351,717,France,Female,41,3,135756.96,1,1,1,103706.41,0
3147,548,France,Female,28,8,116755.5,2,1,1,158585.17,1
1999,603,France,Male,43,5,127823.93,1,1,1,19483.35,0
4650,670,Germany,Male,31,1,142631.54,2,1,1,175894.24,0
5275,622,France,Male,43,8,0.0,2,1,0,100618.17,0
7229,539,France,Female,47,2,127286.04,2,1,1,166929.43,1
73,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0
2914,787,France,Female,40,6,0.0,2,1,1,84151.98,0
6099,570,Germany,Female,57,5,86568.75,1,0,1,103660.31,0
660,751,France,Female,30,6,0.0,2,1,0,15766.1,0
1743,584,Germany,Female,54,1,77354.37,1,0,0,138192.98,1
7099,621,Germany,Male,51,4,109978.83,1,0,0,177740.58,1
9760,627,France,Female,27,2,0.0,2,1,0,125451.01,0
7322,584,France,Male,36,9,0.0,1,1,1,105818.51,0
8606,561,France,Female,49,8,0.0,2,1,1,12513.07,0
290,588,Spain,Male,34,10,0.0,2,1,0,79078.91,0
4956,775,Germany,Male,33,3,83501.66,2,1,0,128841.31,0
612,650,France,Female,27,6,0.0,2,1,0,1002.39,0
8658,532,France,Male,43,9,0.0,2,0,0,190573.91,1
1433,573,Spain,Female,44,4,0.0,1,1,1,94862.93,0
6633,694,Spain,Male,31,5,0.0,1,1,0,35593.18,0
4976,743,France,Male,39,6,0.0,2,1,0,44265.28,0
4846,655,France,Female,36,2,147149.59,1,1,1,87816.86,0
5404,590,Spain,Male,22,7,125265.61,1,1,1,161253.08,0
1498,631,France,Male,35,9,112392.45,2,1,0,24472.23,0
5968,773,Spain,Male,37,2,103195.2,2,1,0,178268.36,0
1404,739,France,Female,27,6,0.0,1,1,1,57572.38,0
728,711,France,Female,25,7,0.0,3,1,1,9679.28,0
7755,563,Spain,Female,42,6,99056.22,2,1,0,154347.95,1
5512,667,Germany,Male,32,0,103846.65,1,1,0,20560.69,0
3381,604,Spain,Female,26,3,0.0,2,1,0,155248.62,0
914,756,Germany,Male,27,1,131899.0,1,1,0,93302.29,0
2868,559,Spain,Female,27,1,0.0,1,0,1,1050.33,0
1989,563,Spain,Female,46,8,106171.68,1,1,0,163145.5,1
45,660,Spain,Female,61,5,155931.11,1,1,1,158338.39,0
7819,542,Germany,Male,25,8,139330.1,1,0,0,54372.37,0
2661,767,France,Female,44,2,152509.25,1,1,1,136915.15,0
6197,698,France,Male,29,5,95167.55,1,1,1,152723.23,0
2693,751,France,Male,31,8,0.0,2,0,0,17550.49,0
773,589,France,Male,32,2,0.0,2,0,1,9468.64,0
3794,727,Germany,Male,58,5,106913.43,1,1,0,25881.0,1
5956,748,France,Female,39,9,132865.56,1,1,1,59636.43,1
9211,382,Spain,Male,36,0,0.0,1,1,1,179540.73,1
1143,793,Spain,Male,41,9,0.0,2,1,0,152153.74,0
9730,651,France,Male,23,10,0.0,2,1,1,170099.23,0
9246,681,France,Female,41,0,120549.29,2,1,0,175722.31,0
3900,752,France,Female,36,2,119912.46,1,1,0,124354.92,0
5329,667,Germany,Male,27,2,138032.15,1,1,0,166317.71,0
5921,698,France,Male,36,6,0.0,2,0,1,19231.98,0
488,542,France,Male,39,3,135096.77,1,1,1,14353.43,1
8395,692,France,Male,69,10,154953.94,1,1,1,70849.47,0
4150,623,France,Female,39,1,160903.2,1,0,0,78774.36,0
2673,724,France,Male,34,2,154485.74,2,0,0,78560.64,0
7513,641,France,Male,50,6,153590.73,2,1,1,130910.78,0
3870,512,France,Female,31,7,0.0,2,0,0,49326.07,0
5152,774,France,Female,35,3,121418.62,1,1,1,24400.37,0
9747,490,Germany,Female,41,0,139659.04,1,1,1,176254.12,0
2939,730,France,Male,27,5,0.0,2,1,1,116081.93,0
8544,680,Germany,Male,30,4,108300.27,2,0,1,44384.57,1
5926,706,Germany,Female,39,8,112889.91,1,0,1,6723.66,0
7277,594,France,Male,35,2,133853.27,1,1,1,65361.66,0
1557,850,Spain,Female,29,10,0.0,2,1,1,94815.04,0
6242,775,Germany,Female,33,1,118897.1,2,1,1,26362.4,0
4353,564,France,Male,26,7,84006.88,2,0,0,183490.99,0
2118,683,France,Male,31,2,0.0,2,0,1,77326.78,0
9826,467,Germany,Male,28,10,126315.26,1,1,0,32349.29,1
1027,628,France,Male,33,6,0.0,2,0,0,184230.23,0
1120,756,Spain,Male,29,2,117412.19,2,1,0,4888.91,0
4913,748,France,Male,60,0,152335.7,1,1,0,126743.33,1
2403,531,France,Male,31,3,96288.26,1,1,0,56794.73,0
6137,780,Spain,Female,33,6,145580.61,1,1,1,154598.56,0
4578,580,Germany,Male,39,3,119688.81,1,1,0,137041.26,0
6269,670,France,Female,45,5,47884.92,1,1,1,54340.24,0
8074,777,Germany,Female,34,5,96693.66,1,1,1,172618.52,0
192,512,France,Female,36,3,84327.77,2,1,0,17675.36,0
2740,625,France,Male,45,7,137555.44,1,0,0,124607.7,0
3114,620,France,Male,32,7,0.0,2,1,1,34665.79,0
5128,821,Spain,Female,38,8,0.0,2,0,1,126241.4,1
5892,686,France,Female,34,1,0.0,2,1,0,87278.48,0
3103,640,France,Female,29,3,0.0,2,1,0,2743.69,0
1117,519,France,Male,42,8,0.0,2,1,1,101485.72,0
9892,680,France,Male,49,10,0.0,2,1,0,187008.45,0
661,632,Germany,Female,41,3,81877.38,1,1,1,33642.21,0
8808,586,France,Female,60,3,47020.65,2,0,1,63241.21,1
962,685,Spain,Male,35,4,137948.51,1,1,0,113639.64,0
2123,765,Spain,Female,32,9,178095.55,1,0,0,47247.56,0
5055,640,Spain,Male,36,4,0.0,1,0,0,173016.46,0
4209,447,France,Female,44,5,89188.83,1,1,1,75408.24,0
8430,850,Germany,Male,28,2,101100.22,2,1,1,35337.31,0
8546,513,Germany,Male,34,7,60515.13,1,0,0,124571.09,0
8703,541,France,Male,37,9,212314.03,1,0,1,148814.54,0
6318,450,France,Male,29,7,117199.8,1,1,1,43480.63,0
5899,699,France,Male,34,2,117468.67,1,1,0,185227.42,0
5486,573,Spain,Male,38,4,0.0,2,1,1,196517.43,0
5224,662,Spain,Female,72,7,140301.72,1,0,1,179258.67,0
4732,705,France,Female,35,3,0.0,2,0,1,66331.01,0
9233,618,France,Female,49,9,44301.43,3,1,1,89729.3,1
8354,524,Spain,Female,32,6,0.0,1,1,1,132861.9,1
5226,615,France,Male,66,7,0.0,2,1,1,74580.8,0
9335,641,Spain,Male,25,10,0.0,2,1,1,180808.39,0
2892,613,Germany,Female,30,5,131563.88,2,1,0,170638.98,0
8113,578,France,Female,35,2,0.0,2,0,1,26389.92,0
8109,437,Germany,Male,35,6,126803.34,2,1,1,161133.4,0
7519,500,Germany,Male,30,2,125495.64,2,1,1,68807.47,0
439,800,France,Female,38,2,168190.33,2,1,0,68052.08,0
1787,711,Spain,Male,37,2,0.0,2,1,0,83978.86,1
8563,697,France,Male,63,7,148368.02,1,0,0,118862.08,1
5019,556,France,Female,51,8,61354.14,1,1,0,198810.65,1
5417,630,France,Male,50,8,0.0,2,0,1,79377.45,0
357,850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0
9602,659,France,Female,33,7,89939.62,1,1,0,136540.09,0
8825,643,Spain,Female,35,6,0.0,2,1,1,41549.64,0
2686,679,France,Male,60,6,0.0,2,1,1,77331.77,0
1026,582,France,Female,32,4,0.0,2,1,0,59668.81,0
706,750,Germany,Male,40,5,168286.81,3,1,0,20451.99,1
397,557,France,Male,33,3,54503.55,1,1,1,371.05,0
1191,797,France,Female,29,1,0.0,2,1,1,132975.39,0
4316,632,Germany,Male,30,1,58668.02,1,1,1,78670.52,0
9229,699,France,Male,39,2,109724.38,1,1,1,180022.39,0
6309,565,Germany,Male,52,5,97720.35,2,1,0,175070.94,1
6977,701,Spain,Female,39,9,0.0,2,1,1,110043.88,0
4052,793,France,Female,63,9,116270.72,1,1,1,184243.25,0
6420,729,France,Male,44,6,0.0,2,1,0,151733.43,0
2037,782,Spain,Male,34,6,147422.44,1,0,1,42143.61,0
134,686,France,Male,25,1,0.0,2,0,1,16459.37,0
9178,453,Germany,Female,28,3,139986.65,1,1,0,136846.75,0
2604,643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0
4822,511,France,Female,33,3,0.0,2,1,0,132436.71,0
4083,778,Germany,Female,29,6,150358.97,1,1,0,62454.01,1
2350,719,Germany,Female,42,5,137227.04,3,1,0,149097.38,1
8302,615,Germany,Male,58,3,72309.3,1,1,1,85687.09,1
1596,677,France,Male,38,4,0.0,2,1,0,187800.63,0
6599,586,Spain,Male,29,2,132450.24,1,1,1,36176.63,0
3533,778,Germany,Female,37,0,105617.73,2,1,1,133699.82,1
3838,598,Spain,Female,23,6,0.0,2,1,0,153229.19,0
8053,623,France,Female,34,9,0.0,1,1,0,24255.21,0
642,706,France,Female,29,5,112564.62,1,1,0,42334.38,0
1928,729,Germany,Male,36,8,152899.24,2,1,0,177130.33,0
4886,562,Spain,Male,41,5,165445.04,2,1,0,85787.31,0
9520,610,France,Female,27,2,0.0,2,1,0,14546.76,0
3281,583,France,Female,57,3,238387.56,1,0,1,147964.99,1
2167,667,France,Male,40,9,0.0,1,1,1,96670.2,0
2043,667,Germany,Female,27,3,106116.5,2,1,0,3674.71,0
3808,470,France,Male,30,3,101140.76,1,1,1,50906.65,0
8823,543,France,Male,64,4,0.0,2,1,1,148305.82,0
4600,641,France,Female,38,3,0.0,2,1,0,116466.19,0
6071,629,Spain,Male,35,4,174588.8,2,0,1,158420.14,0
1843,745,Spain,Female,35,8,0.0,2,1,1,116581.1,0
2251,706,Spain,Male,20,8,0.0,2,1,1,12368.11,0
3139,756,France,Male,60,2,0.0,1,1,1,166513.49,1
3055,540,Spain,Male,67,1,88382.01,1,0,1,59457.0,0
8450,637,France,Female,33,9,113913.53,1,0,1,65316.5,0
7429,503,Spain,Male,32,9,100262.88,2,1,1,157921.25,0
880,518,France,Female,45,9,105525.65,2,1,1,73418.29,0
4640,789,France,Female,27,8,66201.96,1,1,1,79458.12,0
6024,786,France,Female,33,0,83036.05,1,0,1,154990.58,1
452,850,France,Male,40,9,0.0,2,0,1,119232.33,0
1619,697,France,Male,27,8,141223.68,2,1,0,90591.15,0
1829,547,Spain,Female,31,9,0.0,2,0,0,99294.22,0
3251,611,France,Male,58,8,0.0,2,0,1,107665.68,1
8879,645,Germany,Male,47,9,152076.93,1,1,0,121840.2,1
2833,582,France,Male,20,4,0.0,1,1,1,55763.66,0
4569,584,Germany,Male,32,8,40172.91,1,1,1,137439.34,0
5014,672,France,Female,40,3,0.0,1,1,0,113171.61,1
9442,651,France,Female,33,1,96834.78,1,1,0,108764.69,0
2535,717,Germany,Female,35,5,103214.71,1,1,0,172172.7,0
6267,537,Spain,Female,33,7,136082.0,1,1,0,62746.54,0
8160,461,Spain,Female,25,6,0.0,2,1,1,15306.29,0
3383,655,Germany,Female,72,5,138089.97,2,1,1,99920.41,0
5531,638,France,Male,34,6,114543.27,1,1,1,97755.29,0
3863,653,Spain,Female,36,3,0.0,2,0,0,110525.6,0
810,657,France,Female,37,6,95845.6,1,1,0,122218.23,0
9984,613,France,Male,40,4,0.0,1,0,0,151325.24,0
8151,760,Germany,Male,29,5,103607.24,2,0,1,86334.64,0
2902,498,France,Male,73,2,170241.7,2,1,1,165407.96,0
7920,593,Spain,Male,31,8,112713.34,1,1,1,176868.89,0
5666,559,France,Male,33,9,111060.05,2,1,0,110371.84,0
8959,573,France,Male,52,8,0.0,2,0,1,178229.04,0
6479,850,France,Male,35,9,102050.47,1,1,1,3769.71,0
2080,562,France,Male,45,6,136855.24,1,1,0,46864.0,0
3830,587,France,Female,36,1,70784.27,1,1,0,30579.82,0
1938,701,France,Male,30,3,156660.72,2,1,0,45742.42,0
8264,555,Spain,Male,32,10,0.0,2,0,1,168605.96,0
678,739,Germany,Male,45,7,102703.62,1,0,1,147802.94,1
7490,600,France,Female,26,6,108909.12,1,1,0,82547.01,0
4332,691,Spain,Male,21,3,103000.94,1,1,1,104648.58,0
3193,554,Spain,Male,66,8,0.0,2,1,1,116747.62,0
2815,737,Germany,Female,40,2,162485.8,2,1,0,149381.32,0
8433,479,France,Male,47,6,121797.09,1,0,1,5811.9,1
5720,692,France,Male,27,1,125547.53,1,0,0,7900.46,0
5040,660,France,Female,38,5,110570.78,2,1,0,195906.59,0
6007,529,France,Female,31,5,0.0,2,1,0,26817.23,0
8157,434,Germany,Male,71,9,119496.87,1,1,0,125848.88,0
3822,608,Spain,Female,56,5,0.0,2,0,1,153810.41,0
3394,710,France,Male,30,6,0.0,2,1,1,8991.17,0
6284,726,France,Male,37,2,132057.92,2,1,0,34743.98,0
543,597,France,Female,42,4,64740.12,1,1,1,106841.12,0
8168,713,Germany,Female,24,7,147687.24,1,1,1,121592.5,0
5977,537,France,Female,38,10,0.0,1,0,0,52337.97,1
5525,641,France,Female,53,0,123835.52,2,0,1,160110.65,0
5384,579,France,Male,28,4,0.0,2,1,1,176925.69,0
6459,589,France,Male,36,1,100895.54,1,1,1,68075.14,0
2471,689,Spain,Female,31,3,139799.63,1,0,1,120663.57,0
8399,767,Germany,Female,45,7,132746.2,2,1,0,26628.88,1
3729,675,Spain,Male,66,5,115654.47,2,1,1,131970.86,0
6019,731,France,Male,30,7,0.0,2,0,1,143086.09,0
9162,621,France,Male,40,10,163823.37,1,0,0,89519.47,0
4342,647,Germany,Female,35,3,166518.63,2,1,0,147930.46,0
5178,591,Spain,Female,27,5,107812.67,1,0,1,162501.83,1
5886,602,France,Female,29,3,88814.4,2,1,1,62487.97,0
2520,612,Spain,Female,62,0,167026.61,2,1,1,192892.05,0
6089,661,France,Female,30,7,0.0,2,1,0,72196.57,0
9118,703,France,Female,32,6,0.0,2,0,0,33606.52,0
214,676,France,Female,34,1,63095.01,1,1,1,40645.81,0
2046,668,France,Female,31,9,0.0,2,0,0,41291.73,0
4843,683,Spain,Male,56,7,50911.21,3,0,0,97629.31,1
5277,575,France,Male,29,4,121823.4,2,1,1,50368.87,0
4124,652,Spain,Female,38,1,103895.31,1,0,1,159649.44,0
6443,491,France,Male,33,5,83134.3,1,1,0,187946.55,0
8284,664,France,Male,57,1,0.0,2,1,1,56562.57,0
2165,767,Spain,Male,77,8,149083.7,1,1,1,190146.83,0
5081,731,France,Male,29,10,0.0,2,1,1,162452.65,0
6921,644,France,Male,38,3,0.0,2,1,1,79928.41,0
4915,734,Germany,Female,47,10,91522.04,2,1,1,138835.91,0
139,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1
7596,678,France,Female,50,6,0.0,1,1,0,8199.5,0
8196,577,Germany,Female,59,7,111396.97,1,0,1,191070.01,0
9979,774,France,Male,40,9,93017.47,2,1,0,191608.97,0
7238,684,France,Female,43,7,0.0,2,1,0,131093.99,0
8971,758,Spain,Male,61,2,0.0,2,1,1,43982.41,0
9466,835,France,Female,56,2,0.0,2,1,1,39820.13,0
8398,630,Germany,Male,29,6,131354.39,1,0,1,9324.31,1
2225,631,Spain,Male,55,9,99685.06,1,1,0,114474.98,0
9581,783,France,Male,38,9,114135.17,1,1,0,153269.98,0
136,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0
7427,619,France,Female,48,4,0.0,1,0,0,18094.96,1
4940,616,France,Male,37,5,144235.73,2,0,0,154957.66,1
9013,540,France,Male,41,3,0.0,2,1,0,121098.65,0
4161,627,Germany,Female,37,7,147361.57,1,1,1,133031.96,0
5767,556,France,Male,40,5,125909.85,1,1,1,95124.4,0
3591,677,France,Male,37,3,88363.03,1,0,1,117946.3,0
243,703,France,Male,37,8,105961.68,2,0,1,74158.8,0
7464,512,France,Male,36,0,129804.17,1,1,0,53020.9,0
3987,706,Spain,Male,38,8,0.0,2,0,1,46635.11,0
2266,623,France,Female,35,5,0.0,2,1,0,101192.08,0
3465,697,Spain,Female,37,7,168066.87,1,1,0,35450.53,0
4344,549,Germany,Male,54,5,92877.33,1,1,0,2619.64,1
7321,850,Germany,Female,31,1,130089.56,2,1,1,4466.21,0
4258,635,France,Male,29,1,0.0,1,0,1,24865.54,0
151,754,Spain,Female,32,7,0.0,2,1,0,89520.75,0
4570,516,France,Male,33,7,115195.58,1,1,1,11205.5,0
7566,708,France,Male,52,10,105355.81,1,1,0,123.07,1
1651,625,France,Male,34,6,0.0,2,0,0,197283.2,0
5840,594,Germany,Male,40,0,152092.44,2,1,1,83508.93,0
6749,756,France,Male,31,10,122647.32,1,0,0,61666.87,0
2697,698,Spain,Female,40,0,92053.44,1,1,1,143681.83,0
8955,664,France,Male,54,8,0.0,1,1,1,162719.69,1
5072,676,France,Male,35,5,106836.67,2,1,0,84199.78,0
9235,642,Germany,Male,49,4,120688.61,1,1,0,24770.22,1
4838,803,France,Male,28,3,0.0,2,1,0,159654.0,0
8389,763,France,Female,53,4,0.0,1,1,0,77203.72,1
284,807,France,Male,42,7,118274.71,1,1,1,25885.72,0
3079,527,Spain,Female,36,6,0.0,2,1,1,102280.29,0
2425,573,France,Male,31,2,0.0,2,1,1,91957.39,0
6359,652,France,Female,32,2,0.0,2,1,0,54628.11,0
2864,755,France,Female,43,9,0.0,2,1,0,18066.69,0
8472,525,France,Male,51,10,0.0,3,1,0,171045.35,1
309,614,France,Male,50,4,137104.47,1,1,0,127166.49,1
644,660,Germany,Female,39,5,135134.99,1,1,0,173683.0,1
6785,728,Germany,Female,32,9,127772.1,2,1,1,152643.48,0
6587,643,Germany,Male,33,7,98630.31,2,1,1,40250.82,0
3303,593,Spain,Male,35,4,161637.75,1,1,1,20008.46,0
1971,666,France,Female,41,10,141162.08,1,1,0,50908.48,0
5542,587,Spain,Male,51,3,83739.32,1,0,1,148798.45,0
9957,520,France,Female,46,10,85216.61,1,1,0,117369.52,1
3052,762,France,Male,53,1,102520.37,1,1,1,170195.4,0
5079,743,Spain,Male,35,6,79388.33,1,1,1,193360.69,0
2782,732,Germany,Female,61,9,94867.18,2,1,1,157527.6,1
7165,780,Germany,Male,34,5,94108.54,2,1,0,177235.21,0
446,748,France,Female,26,1,77780.29,1,0,1,183049.41,0
3844,783,Spain,Male,38,1,0.0,3,1,1,80178.54,1
1884,790,Germany,Male,24,7,107418.27,1,0,1,160450.21,0
9253,451,France,Female,31,7,140931.82,1,0,1,20388.77,0
6344,627,Spain,Female,55,6,0.0,1,0,0,91943.94,1
7370,644,Spain,Female,26,4,153455.72,2,1,1,82696.84,0
6384,594,France,Male,36,6,153880.15,1,0,0,135431.72,0
2376,815,Spain,Female,39,6,0.0,1,1,1,85167.88,0
8745,664,Germany,Female,49,5,127421.78,2,1,0,108876.75,1
4358,755,France,Male,36,8,0.0,2,1,0,176809.87,0
3881,677,France,Female,72,8,0.0,2,1,1,153604.44,0
9262,629,France,Female,61,6,0.0,2,1,1,133672.61,0
6557,840,Germany,Female,51,1,87779.83,1,0,1,36687.11,1
7020,637,France,Male,36,2,152606.82,1,1,1,71692.8,0
9583,559,France,Male,62,6,118756.62,1,1,1,20367.68,0
3279,640,France,Male,44,7,111833.47,1,1,0,67202.74,0
8167,542,Spain,Male,37,8,0.0,1,1,1,807.06,0
6800,760,France,Male,38,6,162888.73,1,1,0,91098.76,1
1919,768,France,Female,28,3,109118.05,2,0,1,50911.41,0
7181,794,France,Male,30,8,0.0,2,1,1,24113.91,0
8427,514,France,Male,26,1,0.0,2,0,0,121551.93,0
4160,751,France,Male,29,3,159597.45,1,1,0,39934.41,0
5195,696,France,Male,27,4,87637.26,2,0,0,196111.35,0
3146,482,Germany,Female,48,2,69329.47,1,0,0,102640.52,1
4657,843,France,Female,38,8,134887.53,1,1,1,10804.04,0
4509,599,France,Female,41,1,0.0,2,1,0,96069.82,0
7528,676,Spain,Male,35,0,0.0,2,0,0,139911.58,0
7272,504,Germany,Male,42,7,131287.36,2,1,1,149697.78,0
6386,606,Germany,Female,32,1,106301.85,2,0,1,59061.25,0
8979,623,Spain,Male,41,2,142412.13,1,1,0,28778.98,0
2484,750,France,Male,37,3,0.0,2,1,0,16870.2,0
3286,735,Germany,Female,43,9,98807.45,1,0,0,184570.04,1
7753,490,Spain,Female,38,3,97266.1,1,1,1,92797.23,0
1447,637,France,Male,33,2,145731.83,1,0,1,109219.43,0
2011,556,Spain,Female,48,8,168522.37,1,1,1,151310.16,0
3686,695,Spain,Female,39,5,0.0,2,0,0,102763.69,0
4710,554,France,Male,31,1,0.0,2,0,1,192660.55,0
6884,691,France,Male,30,9,0.0,1,1,0,49594.02,0
4325,489,France,Male,34,5,0.0,1,0,0,43540.59,0
8752,575,Spain,Female,30,8,0.0,2,1,0,185341.63,0
5168,726,France,Male,29,7,0.0,2,1,1,91844.14,1
7818,677,France,Male,58,9,0.0,1,0,1,168650.4,0
